profile_id,name,gender,age,country_iso2,country,city,state_province,latitude,longitude,occupation,education,height_cm,religion,languages,interests,bio,verification_status,premium_status,last_active_at
178fa71f76a48a9d,Nina,female,47,MT,Malta,Gudja,16,35.85055,14.50593,Operations Research Analyst,Jarvis Christian College,177,Juche,Twi|Seri,Taekwondo|Folk|Running|Climbing|Boxing,"Usually planning my week around taekwondo, quiet staycations, and time with people I care about. I appreciate laughter, shared purpose, and relationships that grow with patience.",verified,premium,2026-05-13T05:32:25.245Z
136846014e94f2e0,Isaiah,male,35,GN,Guinea,Koubia,L,11.58632,-11.89485,Housekeeping Cleaner,University of Pavia,165,Alternative Judaism,Min Nan Chinese|Bashkir|Czech,Running|Canoeing|Hiking|Taekwondo,"Grounded optimist, housekeeping cleaner, and happiest around running, canoeing, and quiet staycations. Looking for a serious relationship with someone who values honesty and faithfulness.",verified,standard,2026-06-12T12:59:19.985Z
15ca91d5f1c69860,Thiago,male,40,PE,Peru,Chilca,15,-12.52111,-76.73722,Weaving Machine Setter,Toyo Gakuen University,168,Palo,Luba-Lulua|Romany|GwichʼIn,Lacrosse|Kayaking|Tennis|Swimming,"Grounded optimist, weaving machine setter, and happiest around lacrosse, kayaking, and quiet staycations. Looking for a lasting partnership with someone who values shared purpose and honesty.",verified,standard,2026-05-19T20:54:59.793Z
d751c2d129ebfae7,Markel,male,38,ES,Spain,Coslada,29,40.42378,-3.56129,Literature Teacher,Université d'Avignon,186,"Quanzhen School (""Way Of The Fulfilled Virtue"")",French|Chiga,Tennis|Football|Snowboarding|Judo|Boxing,"Usually planning my week around tennis, road trips, and time with people I care about. I appreciate steady communication, honesty, and relationships that grow with patience.",verified,standard,2026-05-19T14:24:21.213Z
b11f418711de5149,Kaizen,male,48,OM,Oman,Shināş,11,24.7426,56.46698,Lodging Manager,Bahcesehir University,180,"Quanzhen School (""Way Of The Fulfilled Virtue"")",Bishnupriya,Karate|Basketball|Volleyball|Aikido|Kayaking,"I work in lodging manager and make time for karate, basketball, and good conversation. Here to meet someone intentional, kind, and ready for a relationship rooted in trust.",verified,standard,2026-05-26T22:40:48.310Z
17a733b5c6d3c0e2,Suzi,female,42,UG,Uganda,Ishaka,W,-0.54306,30.13694,Plastic Worker,Rockefeller University,166,Ja'Fari Jurisprudence,Low German|Bakhtiari,Climbing|Swimming|Surfing|Basketball|Hiking|Tennis,"Usually planning my week around climbing, new restaurants, and time with people I care about. I appreciate steady communication, faithfulness, and relationships that grow with patience.",verified,standard,2026-06-21T15:22:58.183Z
80fe3eb483a0a877,Michaella,female,31,BH,Bahrain,Al Muharraq,15,26.25722,50.61194,Typist,Valley View University,168,Murtipujaka (Deravasi),Yapese|Aleut,Basketball|Running|Scrabble|Skiing,"Usually planning my week around basketball, national parks, and time with people I care about. I appreciate kindness, honesty, and relationships that grow with patience.",pending,standard,2026-05-23T15:30:35.015Z
10564d9e6d8dca5b,Javien,male,37,MG,Madagascar,Miandrivazo,54,-19.52905,45.45559,Crane Operator,Shelton State Community College,179,Kumina,Nzima|Tetum,Running|Climbing|Taekwondo|Karate|Folk,"I work in crane operator and make time for running, climbing, and good conversation. Here to meet someone intentional, kind, and ready for a thoughtful connection.",verified,standard,2026-05-31T03:33:09.916Z
cd42b78fc3e707c7,Gabriel,male,27,LU,Luxembourg,Gasperich,LU,49.58556,6.12306,Assembler,Tver State Technical University,184,đạO DỪA,Banjar|Japanese|Rwa,Volleyball|Folk|Tennis|Baseball|Football,"Usually planning my week around volleyball, new restaurants, and time with people I care about. I appreciate kindness, honesty, and relationships that grow with patience.",pending,standard,2026-05-14T23:32:31.130Z
5113c1ab15f5a250,Jana,female,27,AD,Andorra,Canillo,02,42.5676,1.59756,Audiologist,Calhoun Community College,181,Finnish Neopaganism,Wolof|Haida|Kwasio,Karate|Running|Tennis|Scrabble|Sailing,"Usually planning my week around karate, coastal weekends, and time with people I care about. I appreciate faithfulness, honesty, and relationships that grow with patience.",pending,standard,2026-05-31T06:10:18.514Z
a629f049813a3cf8,Ioannis,male,41,GR,Greece,Pylaía,ESYE12,40.59918,22.98613,Communications Equipment Operator,Highland Community College,166,Aztec Mythology,Hiligaynon|Awadhi,Boxing|Climbing|Hiking|Tennis|Lacrosse|Kayaking,"I work in communications equipment operator and make time for boxing, climbing, and good conversation. Here to meet someone intentional, kind, and ready for a thoughtful connection.",verified,premium,2026-05-21T20:54:15.457Z
f01083a495afc4fb,Arik,male,49,BZ,Belize,Ladyville,01,17.55427,-88.29,Poultry Cutter,Catholic University of Eastern Africa,190,Bimoism (Indigenous Religion Of The Yi People),Persian|Bakhtiari|Bafut,Folk|Lacrosse|Climbing|Skiing|Surfing|Scrabble,"Usually planning my week around folk, national parks, and time with people I care about. I appreciate honesty, laughter, and relationships that grow with patience.",verified,premium,2026-06-20T21:01:16.435Z
dc956b67889fb006,Kizzie,female,36,ET,Ethiopia,Filakit,46,11.66667,38.8,Magistrate,Yugra State University,153,Khoisan Religion,Saurashtra|Sakha,Volleyball|Sailing|Climbing|Lacrosse|Judo,"Usually planning my week around volleyball, new restaurants, and time with people I care about. I appreciate meaningful conversations, steady communication, and relationships that grow with patience.",verified,standard,2026-06-12T19:00:09.819Z
d27473b510066116,Kaz,male,28,CK,Cook Islands,Avarua,11695425,-21.2075,-159.77546,Claims Examiner,International University for Science & Technology,172,Cao đàI,KʼIcheʼ|Tereno|Ngambay,Kayaking|Skiing|Karate|Canoeing|Sailing|Hiking,"Curious traveler, claims examiner, and happiest around kayaking, skiing, and new restaurants. Looking for a lasting partnership with someone who values steady communication and shared purpose.",verified,standard,2026-05-14T21:40:55.198Z
b4504498a29077db,Estefania,female,51,BS,Bahamas,West End,54,26.68711,-78.97702,Gynecologist,Sambalpur University,157,Conservative Judaism,Osage|Wolaytta|Blissymbols,Scrabble|Basketball|Golf|Running|Swimming|Judo,"Weekend explorer, gynecologist, and happiest around scrabble, basketball, and city breaks. Looking for a thoughtful connection with someone who values steady communication and kindness.",verified,standard,2026-06-07T07:50:19.626Z
045615277f3ef018,Brihana,female,50,BJ,Benin,Cobly,08,10.49222,0.99972,Electric Motor Repairer,Kannur University,158,Hwaeom,Multiple Languages,Hiking|Climbing|Folk|Baseball|Surfing,"I work in electric motor repairer and make time for hiking, climbing, and good conversation. Here to meet someone intentional, kind, and ready for a calm, loyal kind of love.",verified,standard,2026-06-17T02:49:58.039Z
39e34c61a5e788c9,Arkan,male,53,NC,New Caledonia,Magenta,02,-22.26867,166.47122,Furnishings Worker,Allen County Community College,180,Drukpa Lineage,Rarotongan,Kayaking|Surfing|Skiing|Swimming|Basketball,"I work in furnishings worker and make time for kayaking, surfing, and good conversation. Here to meet someone intentional, kind, and ready for a serious relationship.",verified,standard,2026-05-23T13:35:52.719Z
846b4c43de5fdbd2,Angellina,female,47,BS,Bahamas,Arthur’s Town,06,24.6224,-75.67151,Switchboard Operator,Columbia College (MO),167,Akan Mythology,Turoyo,Scrabble|Kayaking|Tennis|Climbing|Baseball|Scrabble,"I work in switchboard operator and make time for scrabble, kayaking, and good conversation. Here to meet someone intentional, kind, and ready for a lasting partnership.",verified,standard,2026-06-18T11:21:04.749Z
d5d5aa97480c7403,Lionell,male,22,GD,Grenada,Victoria,05,12.19021,-61.70677,Automotive Glass Installer,Higher Institute of Agriculture and Animal Husbandry,172,Rinzai School,Serbo-Croatian|Chuvash,Football|Kayaking|Scrabble|Climbing|Lacrosse|Boxing,"Usually planning my week around football, quiet staycations, and time with people I care about. I appreciate meaningful conversations, kindness, and relationships that grow with patience.",pending,premium,2026-05-19T06:26:12.003Z
86386f6c10983b6b,Jaylinn,female,37,TZ,Tanzania,Lushoto,18,-4.78333,38.28333,Roustabout,Universidade da Beira Interior,161,The New Message From God,Ndonga,Cycling|Sailing|Scrabble|Running,"I work in roustabout and make time for cycling, sailing, and good conversation. Here to meet someone intentional, kind, and ready for a lasting partnership.",verified,standard,2026-05-15T15:53:10.352Z
b5c50bbc254dc726,Findlay,male,27,TF,French Southern and Antarctic Lands,Port-aux-Français,03,-49.34916,70.21937,Heating Mechanic,International University of Business Agriculture and Technology,182,Valentinianism,Guarani|Brahui,Surfing|Golf|Kayaking|Volleyball|Baseball|Climbing,"Usually planning my week around surfing, road trips, and time with people I care about. I appreciate kindness, shared purpose, and relationships that grow with patience.",verified,standard,2026-05-21T16:05:47.635Z
a949b76deee5bda1,Madolyn,female,43,NF,Norfolk Island,Kingston,00,-29.05459,167.96628,Training And Development Specialist,Hafencity Universität Hamburg,156,Spiritual Baptists,Nyankole|Meru,Baseball|Karate|Climbing|Folk,"Usually planning my week around baseball, cultural festivals, and time with people I care about. I appreciate honesty, faithfulness, and relationships that grow with patience.",verified,standard,2026-06-14T16:50:59.622Z
fc32d305fd12c042,Anna,female,40,UA,Ukraine,Yevpatoriya,11,45.20091,33.36655,Food Service Manager,University of Amsterdam,170,Benzhuism (Indigenous Religion Of The Bai People),Sangu,Judo|Tennis|Baseball|Swimming|Hiking|Football,"Curious traveler, food service manager, and happiest around judo, tennis, and national parks. Looking for a serious relationship with someone who values meaningful conversations and laughter.",verified,standard,2026-05-13T21:58:43.240Z
4504a70b80ec5e7f,Melokuhle,male,45,ZA,South Africa,Polokwane,09,-23.90449,29.46885,Railroad Police,Facultés Universitaires Catholiques de Mons,192,European Islam,Wu Chinese,Folk|Skiing|Sailing|Scrabble|Football|Swimming,"Usually planning my week around folk, cultural festivals, and time with people I care about. I appreciate kindness, steady communication, and relationships that grow with patience.",verified,standard,2026-05-29T01:00:55.092Z
a333dd880a1964a3,Sara,female,35,SI,Slovenia,Prebold,K4,46.23664,15.09259,Tool Sharpener,Russian-Armenian (Slavonic) State University,154,Jesuism,Swahili|Old ProvenÇAl|Mentawai,Scrabble|Folk|Kayaking|Taekwondo|Skiing,"Usually planning my week around scrabble, national parks, and time with people I care about. I appreciate emotional maturity, faithfulness, and relationships that grow with patience.",verified,standard,2026-06-16T06:04:22.461Z
e07fd83070cb4c68,Aharon,male,30,BV,Bouvet Island,Venëv,76,54.35074,38.26304,Repair Worker,Ryazan State Pedagogical University,174,Bhakti Yoga,Brazilian Portuguese,Snowboarding|Cycling|Taekwondo|Baseball,"Usually planning my week around snowboarding, coastal weekends, and time with people I care about. I appreciate meaningful conversations, faithfulness, and relationships that grow with patience.",verified,standard,2026-05-29T23:25:26.236Z
6a184d9d613c779c,öMer Asaf,male,48,TR,Türkiye,Tekirdağ,59,40.9781,27.51101,Computer Hardware Engineer,Myongji University,180,CandomblÉ,Jamaican Creole English|Shambala,Surfing|Cycling|Karate|Lacrosse|Volleyball|Swimming,"Usually planning my week around surfing, quiet staycations, and time with people I care about. I appreciate emotional maturity, kindness, and relationships that grow with patience.",verified,standard,2026-05-23T16:13:15.973Z
9a1b8b70e9f0d6a6,Catalina,female,48,AR,Argentina,Olavarría,01,-36.89384,-60.32319,Fiberglass Laminator,Jichi Medical School,156,"Shangqing School (""School Of The Highest Clarity"")",Adyghe|Ndonga,Judo|Climbing|Cycling|Baseball|Canoeing,"Usually planning my week around judo, coastal weekends, and time with people I care about. I appreciate emotional maturity, meaningful conversations, and relationships that grow with patience.",verified,standard,2026-06-25T13:43:38.034Z
a8d78bb676de25f5,Lannie,male,38,ER,Eritrea,Ak’ordat,04,15.54798,37.88291,Astronomer,Kyambogo University,171,Surat Shabd Yoga,Badaga,Volleyball|Skiing|Golf|Climbing|Taekwondo|Football,"Usually planning my week around volleyball, cultural festivals, and time with people I care about. I appreciate steady communication, honesty, and relationships that grow with patience.",verified,standard,2026-05-26T08:39:03.314Z
143b7b09682d313a,Gabriel,male,43,PW,Palau,Ulimang,08,7.62416,134.64208,Psychiatric Technician,Université Nancy II,163,Nipponzan-MyŌHŌJi-Daisanga,Timne|Hungarian|Inupiaq,Climbing|Canoeing|Karate|Lacrosse,"I work in psychiatric technician and make time for climbing, canoeing, and good conversation. Here to meet someone intentional, kind, and ready for a relationship rooted in trust.",verified,standard,2026-06-20T14:22:38.486Z
2bbcf5173f11fcb7,Hiedi,female,42,YE,Yemen,Jadder Cemetery,26,15.467,44.17787,Economist,Kabul Education University,154,Archeosophical Society,Northern Sotho|Choctaw|Oromo,Canoeing|Kayaking|Scrabble|Karate|Skiing,"I work in economist and make time for canoeing, kayaking, and good conversation. Here to meet someone intentional, kind, and ready for a lasting partnership.",verified,standard,2026-06-22T01:58:21.148Z
